instance,algorithm,run,elapsed_ns,macroitems
random_n80000_rho0.3_strongly-corr_seed0.pcf,hfma,2,32738716,2874
random_n80000_rho0.3_strongly-corr_seed0.pcf,dhfma,2,33271752,2874
random_n80000_rho0.3_uncorr_seed0.pcf,hfma,0,38500956,60647
random_n80000_rho0.3_uncorr_seed0.pcf,dhfma,0,42211336,60647
random_n80000_rho0.3_uncorr_seed0.pcf,hfma,1,37281824,60647
random_n80000_rho0.3_uncorr_seed0.pcf,dhfma,1,40112614,60647
random_n80000_rho0.3_uncorr_seed0.pcf,hfma,2,36461062,60647
random_n80000_rho0.3_uncorr_seed0.pcf,dhfma,2,39864309,60647
random_n80000_rho0.6_strongly-corr_seed0.pcf,hfma,0,81245055,4075
random_n80000_rho0.6_strongly-corr_seed0.pcf,dhfma,0,82026510,4075
random_n80000_rho0.6_strongly-corr_seed0.pcf,hfma,1,81522919,4075
random_n80000_rho0.6_strongly-corr_seed0.pcf,dhfma,1,80679544,4075
random_n80000_rho0.6_strongly-corr_seed0.pcf,hfma,2,80415679,4075
random_n80000_rho0.6_strongly-corr_seed0.pcf,dhfma,2,80090754,4075
random_n80000_rho0.6_uncorr_seed0.pcf,hfma,0,90234236,51337
random_n80000_rho0.6_uncorr_seed0.pcf,dhfma,0,91608792,51337
random_n80000_rho0.6_uncorr_seed0.pcf,hfma,1,86348461,51337
random_n80000_rho0.6_uncorr_seed0.pcf,dhfma,1,90113766,51337
random_n80000_rho0.6_uncorr_seed0.pcf,hfma,2,85378527,51337
random_n80000_rho0.6_uncorr_seed0.pcf,dhfma,2,95876686,51337
random_n90000_rho0.3_strongly-corr_seed0.pcf,hfma,0,44057811,2993
random_n90000_rho0.3_strongly-corr_seed0.pcf,dhfma,0,44026958,2993
random_n90000_rho0.3_strongly-corr_seed0.pcf,hfma,1,42951839,2993
random_n90000_rho0.3_strongly-corr_seed0.pcf,dhfma,1,42707477,2993
random_n90000_rho0.3_strongly-corr_seed0.pcf,hfma,2,41981866,2993
random_n90000_rho0.3_strongly-corr_seed0.pcf,dhfma,2,43035061,2993
random_n90000_rho0.3_uncorr_seed0.pcf,hfma,0,49116817,67397
random_n90000_rho0.3_uncorr_seed0.pcf,dhfma,0,52758827,67397
random_n90000_rho0.3_uncorr_seed0.pcf,hfma,1,45669938,67397
random_n90000_rho0.3_uncorr_seed0.pcf,dhfma,1,48994845,67397
random_n90000_rho0.3_uncorr_seed0.pcf,hfma,2,47944606,67397
random_n90000_rho0.3_uncorr_seed0.pcf,dhfma,2,48813736,67397
