campaign_id,instance,algorithm,repetitions,median_elapsed_ns,iqr_elapsed_ns,median_peak_rss_kib,n_nodes,n_arcs,n_components,n_layers,n_breakpoints,correctness_status,git_commit,topology,coefficient_class,rho,seed
campaign_b,gen_n1000_rho0.3_correlated_seed3.pcf,rac,11,955251.0,27124.0,14240.0,1000,280,720,845,844,agreed,2c83e501f034,mixed-forest,correlated,0.3,3
campaign_b,gen_n1000_rho0.3_correlated_seed4.pcf,dhpac,11,404118.0,5099.5,14080.0,1000,307,693,814,813,agreed,2c83e501f034,mixed-forest,correlated,0.3,4
campaign_b,gen_n1000_rho0.3_correlated_seed4.pcf,dpac,11,2215343.0,29745.0,14080.0,1000,307,693,814,813,agreed,2c83e501f034,mixed-forest,correlated,0.3,4
campaign_b,gen_n1000_rho0.3_correlated_seed4.pcf,hpac,11,340269.0,13392.0,14400.0,1000,307,693,814,813,agreed,2c83e501f034,mixed-forest,correlated,0.3,4
campaign_b,gen_n1000_rho0.3_correlated_seed4.pcf,pac,11,2005097.0,14037.5,14400.0,1000,307,693,814,813,agreed,2c83e501f034,mixed-forest,correlated,0.3,4
campaign_b,gen_n1000_rho0.3_correlated_seed4.pcf,rac,11,1080789.0,29251.0,14400.0,1000,307,693,814,813,agreed,2c83e501f034,mixed-forest,correlated,0.3,4
campaign_b,gen_n1000_rho0.3_correlated_seed5.pcf,dhpac,11,400158.0,92505.5,14080.0,1000,312,688,812,811,agreed,2c83e501f034,mixed-forest,correlated,0.3,5
campaign_b,gen_n1000_rho0.3_correlated_seed5.pcf,dpac,11,2273432.0,383500.5,14080.0,1000,312,688,812,811,agreed,2c83e501f034,mixed-forest,correlated,0.3,5
campaign_b,gen_n1000_rho0.3_correlated_seed5.pcf,hpac,11,335410.0,7894.5,14400.0,1000,312,688,812,811,agreed,2c83e501f034,mixed-forest,correlated,0.3,5
campaign_b,gen_n1000_rho0.3_correlated_seed5.pcf,pac,11,2028450.0,13625.0,14400.0,1000,312,688,812,811,agreed,2c83e501f034,mixed-forest,correlated,0.3,5
campaign_b,gen_n1000_rho0.3_correlated_seed5.pcf,rac,11,1090626.0,31191.0,14400.0,1000,312,688,812,811,agreed,2c83e501f034,mixed-forest,correlated,0.3,5
campaign_b,gen_n1000_rho0.3_correlated_seed6.pcf,dhpac,11,406356.0,23879.0,14080.0,1000,306,694,816,815,agreed,2c83e501f034,mixed-forest,correlated,0.3,6
campaign_b,gen_n1000_rho0.3_correlated_seed6.pcf,dpac,11,2216651.0,37119.5,14080.0,1000,306,694,816,815,agreed,2c83e501f034,mixed-forest,correlated,0.3,6
campaign_b,gen_n1000_rho0.3_correlated_seed6.pcf,hpac,11,314996.0,8726.5,14560.0,1000,306,694,816,815,agreed,2c83e501f034,mixed-forest,correlated,0.3,6
campaign_b,gen_n1000_rho0.3_correlated_seed6.pcf,pac,11,1985076.0,10757.0,14560.0,1000,306,694,816,815,agreed,2c83e501f034,mixed-forest,correlated,0.3,6
campaign_b,gen_n1000_rho0.3_correlated_seed6.pcf,rac,11,1047657.0,48643.5,14560.0,1000,306,694,816,815,agreed,2c83e501f034,mixed-forest,correlated,0.3,6
campaign_b,gen_n1000_rho0.3_correlated_seed7.pcf,dhpac,11,392896.0,19863.5,14080.0,1000,301,699,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,7
campaign_b,gen_n1000_rho0.3_correlated_seed7.pcf,dpac,11,2184431.0,18625.0,14080.0,1000,301,699,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,7
campaign_b,gen_n1000_rho0.3_correlated_seed7.pcf,hpac,11,326334.0,7157.5,14560.0,1000,301,699,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,7
campaign_b,gen_n1000_rho0.3_correlated_seed7.pcf,pac,11,1959086.0,26098.0,14560.0,1000,301,699,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,7
campaign_b,gen_n1000_rho0.3_correlated_seed7.pcf,rac,11,1029526.0,19419.5,14560.0,1000,301,699,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,7
campaign_b,gen_n1000_rho0.3_correlated_seed8.pcf,dhpac,11,416357.0,11921.5,14080.0,1000,308,692,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,8
campaign_b,gen_n1000_rho0.3_correlated_seed8.pcf,dpac,11,2219062.0,47439.5,14080.0,1000,308,692,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,8
campaign_b,gen_n1000_rho0.3_correlated_seed8.pcf,hpac,11,342317.0,14371.5,14720.0,1000,308,692,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,8
campaign_b,gen_n1000_rho0.3_correlated_seed8.pcf,pac,11,2001747.0,36189.0,14720.0,1000,308,692,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,8
campaign_b,gen_n1000_rho0.3_correlated_seed8.pcf,rac,11,1069870.0,38140.0,14720.0,1000,308,692,818,817,agreed,2c83e501f034,mixed-forest,correlated,0.3,8
campaign_b,gen_n1000_rho0.3_correlated_seed9.pcf,dhpac,11,393807.0,5231.5,14240.0,1000,306,694,829,828,agreed,2c83e501f034,mixed-forest,correlated,0.3,9
campaign_b,gen_n1000_rho0.3_correlated_seed9.pcf,dpac,11,2255425.0,36856.0,14240.0,1000,306,694,829,828,agreed,2c83e501f034,mixed-forest,correlated,0.3,9
campaign_b,gen_n1000_rho0.3_correlated_seed9.pcf,hpac,11,317040.0,8419.5,14720.0,1000,306,694,829,828,agreed,2c83e501f034,mixed-forest,correlated,0.3,9
campaign_b,gen_n1000_rho0.3_correlated_seed9.pcf,pac,11,1986782.0,25076.5,14720.0,1000,306,694,829,828,agreed,2c83e501f034,mixed-forest,correlated,0.3,9
campaign_b,gen_n1000_rho0.3_correlated_seed9.pcf,rac,11,1047693.0,15929.0,14720.0,1000,306,694,829,828,agreed,2c83e501f034,mixed-forest,correlated,0.3,9
campaign_b,gen_n1000_rho0.3_exact-ties_seed0.pcf,dhpac,11,301896.0,6809.0,14240.0,1000,287,713,142,141,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,0
campaign_b,gen_n1000_rho0.3_exact-ties_seed0.pcf,dpac,11,747723.0,3830.0,14240.0,1000,287,713,142,141,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,0
campaign_b,gen_n1000_rho0.3_exact-ties_seed0.pcf,hpac,11,287127.0,3604.5,14880.0,1000,287,713,142,141,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,0
campaign_b,gen_n1000_rho0.3_exact-ties_seed0.pcf,pac,11,749435.0,12375.5,14880.0,1000,287,713,142,141,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,0
campaign_b,gen_n1000_rho0.3_exact-ties_seed0.pcf,rac,11,960402.0,20324.5,14880.0,1000,287,713,142,141,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,0
campaign_b,gen_n1000_rho0.3_exact-ties_seed1.pcf,dhpac,11,294220.0,7813.5,14240.0,1000,279,721,146,145,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,1
campaign_b,gen_n1000_rho0.3_exact-ties_seed1.pcf,dpac,11,751746.0,17467.5,14240.0,1000,279,721,146,145,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,1
campaign_b,gen_n1000_rho0.3_exact-ties_seed1.pcf,hpac,11,288248.0,12236.5,14880.0,1000,279,721,146,145,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,1
campaign_b,gen_n1000_rho0.3_exact-ties_seed1.pcf,pac,11,740583.0,18900.0,14880.0,1000,279,721,146,145,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,1
campaign_b,gen_n1000_rho0.3_exact-ties_seed1.pcf,rac,11,933749.0,12173.0,14880.0,1000,279,721,146,145,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,1
campaign_b,gen_n1000_rho0.3_exact-ties_seed2.pcf,dhpac,11,295348.0,7362.0,14240.0,1000,286,714,134,133,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,2
campaign_b,gen_n1000_rho0.3_exact-ties_seed2.pcf,dpac,11,724775.0,10780.5,14240.0,1000,286,714,134,133,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,2
campaign_b,gen_n1000_rho0.3_exact-ties_seed2.pcf,hpac,11,287194.0,14602.0,15040.0,1000,286,714,134,133,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,2
campaign_b,gen_n1000_rho0.3_exact-ties_seed2.pcf,pac,11,703003.0,9489.5,15040.0,1000,286,714,134,133,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,2
campaign_b,gen_n1000_rho0.3_exact-ties_seed2.pcf,rac,11,959831.0,27370.0,15040.0,1000,286,714,134,133,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,2
campaign_b,gen_n1000_rho0.3_exact-ties_seed3.pcf,dhpac,11,293450.0,11861.5,14400.0,1000,284,716,137,136,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,3
campaign_b,gen_n1000_rho0.3_exact-ties_seed3.pcf,dpac,11,716002.0,19041.0,14400.0,1000,284,716,137,136,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,3
campaign_b,gen_n1000_rho0.3_exact-ties_seed3.pcf,hpac,11,284208.0,4914.0,15040.0,1000,284,716,137,136,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,3
campaign_b,gen_n1000_rho0.3_exact-ties_seed3.pcf,pac,11,745665.0,5169.0,15040.0,1000,284,716,137,136,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,3
campaign_b,gen_n1000_rho0.3_exact-ties_seed3.pcf,rac,11,968975.0,21229.0,15040.0,1000,284,716,137,136,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,3
campaign_b,gen_n1000_rho0.3_exact-ties_seed4.pcf,dhpac,11,320534.0,6581.0,14400.0,1000,325,675,144,143,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,4
campaign_b,gen_n1000_rho0.3_exact-ties_seed4.pcf,dpac,11,774990.0,6175.0,14400.0,1000,325,675,144,143,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,4
campaign_b,gen_n1000_rho0.3_exact-ties_seed4.pcf,hpac,11,317894.0,12377.0,15200.0,1000,325,675,144,143,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,4
campaign_b,gen_n1000_rho0.3_exact-ties_seed4.pcf,pac,11,780015.0,16647.5,15200.0,1000,325,675,144,143,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,4
campaign_b,gen_n1000_rho0.3_exact-ties_seed4.pcf,rac,11,1087930.0,29720.5,15200.0,1000,325,675,144,143,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,4
campaign_b,gen_n1000_rho0.3_exact-ties_seed5.pcf,dhpac,11,314287.0,8331.5,14400.0,1000,312,688,147,146,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,5
campaign_b,gen_n1000_rho0.3_exact-ties_seed5.pcf,dpac,11,787275.0,7110.0,14400.0,1000,312,688,147,146,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,5
campaign_b,gen_n1000_rho0.3_exact-ties_seed5.pcf,hpac,11,302482.0,10487.5,15200.0,1000,312,688,147,146,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,5
campaign_b,gen_n1000_rho0.3_exact-ties_seed5.pcf,pac,11,757395.0,19761.5,15200.0,1000,312,688,147,146,agreed,2c83e501f034,mixed-forest,exact-ties,0.3,5
