campaign_id,instance,algorithm,repetition,order,elapsed_ns,n_layers,n_breakpoints,sequence_hash,peak_rss_kib,git_commit,timestamp_utc,n_nodes,n_arcs,n_components,rac_clusters,rac_joins,rac_internalizations,rac_envelope_sum_calls,rac_envelope_max_calls,rac_hull_calls,rac_lines_scanned,rac_line_comparisons,rac_rational_comparisons,rac_pieces_stored,rac_topdown_events,rac_topdown_scans,rac_expanded_vertices,rac_expanded_edges,rac_rounds,rac_max_cluster_depth,rac_estimated_bytes
campaign_d_binary,binary_n1000_anti-correlated_seed0.pcf,dpac,0,0,3989194,493,492,998361602626893447,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed0.pcf,dpac,1,0,3353385,493,492,998361602626893447,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed0.pcf,dpac,2,0,3370095,493,492,998361602626893447,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed1.pcf,dpac,0,0,3512313,507,506,13275381362886686907,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed1.pcf,dpac,1,0,3385765,507,506,13275381362886686907,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed1.pcf,dpac,2,0,3368465,507,506,13275381362886686907,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed2.pcf,dpac,0,0,3524602,509,508,3295823888343287083,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed2.pcf,dpac,1,0,3470680,509,508,3295823888343287083,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed2.pcf,dpac,2,0,3413143,509,508,3295823888343287083,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed3.pcf,dpac,0,0,3478931,472,471,6688276399887907186,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed3.pcf,dpac,1,0,3307595,472,471,6688276399887907186,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed3.pcf,dpac,2,0,3349652,472,471,6688276399887907186,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed4.pcf,dpac,0,0,3530129,511,510,7089691983439649914,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed4.pcf,dpac,1,0,3444576,511,510,7089691983439649914,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed4.pcf,dpac,2,0,3406810,511,510,7089691983439649914,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed5.pcf,dpac,0,0,3539512,509,508,677786263835367955,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed5.pcf,dpac,1,0,3418280,509,508,677786263835367955,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed5.pcf,dpac,2,0,3389216,509,508,677786263835367955,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed6.pcf,dpac,0,0,3487118,493,492,9289075040673361134,12480,2c83e501f034,2026-08-31T19:51:46Z,1000,999,1,,,,,,,,,,,,,,,,,
