campaign_id,instance,algorithm,repetition,order,elapsed_ns,n_layers,n_breakpoints,sequence_hash,peak_rss_kib,git_commit,timestamp_utc,n_nodes,n_arcs,n_components,rac_clusters,rac_joins,rac_internalizations,rac_envelope_sum_calls,rac_envelope_max_calls,rac_hull_calls,rac_lines_scanned,rac_line_comparisons,rac_rational_comparisons,rac_pieces_stored,rac_topdown_events,rac_topdown_scans,rac_expanded_vertices,rac_expanded_edges,rac_rounds,rac_max_cluster_depth,rac_estimated_bytes
campaign_d_binary,binary_n1000_anti-correlated_seed0.pcf,pac,0,0,3806102,493,492,998361602626893447,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed0.pcf,pac,1,0,3146191,493,492,998361602626893447,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed0.pcf,pac,2,0,3120177,493,492,998361602626893447,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed1.pcf,pac,0,0,3300028,507,506,13275381362886686907,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed1.pcf,pac,1,0,3123300,507,506,13275381362886686907,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed1.pcf,pac,2,0,3172232,507,506,13275381362886686907,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed2.pcf,pac,0,0,3250485,509,508,3295823888343287083,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed2.pcf,pac,1,0,3151926,509,508,3295823888343287083,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed2.pcf,pac,2,0,3160232,509,508,3295823888343287083,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed3.pcf,pac,0,0,3214032,472,471,6688276399887907186,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed3.pcf,pac,1,0,3128319,472,471,6688276399887907186,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed3.pcf,pac,2,0,3129783,472,471,6688276399887907186,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed4.pcf,pac,0,0,3284623,511,510,7089691983439649914,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed4.pcf,pac,1,0,3178429,511,510,7089691983439649914,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed4.pcf,pac,2,0,3150390,511,510,7089691983439649914,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed5.pcf,pac,0,0,3265527,509,508,677786263835367955,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed5.pcf,pac,1,0,3166717,509,508,677786263835367955,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed5.pcf,pac,2,0,3180347,509,508,677786263835367955,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed6.pcf,pac,0,0,3277260,493,492,9289075040673361134,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed6.pcf,pac,1,0,3147399,493,492,9289075040673361134,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed6.pcf,pac,2,0,3152670,493,492,9289075040673361134,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed7.pcf,pac,0,0,3187179,497,496,2603243055252734140,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed7.pcf,pac,1,0,3168687,497,496,2603243055252734140,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed7.pcf,pac,2,0,3144323,497,496,2603243055252734140,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed8.pcf,pac,0,0,3308382,507,506,269128200557660933,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed8.pcf,pac,1,0,3168680,507,506,269128200557660933,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed8.pcf,pac,2,0,3204038,507,506,269128200557660933,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed9.pcf,pac,0,0,3264327,504,503,9124693926122167196,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed9.pcf,pac,1,0,3131540,504,503,9124693926122167196,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_anti-correlated_seed9.pcf,pac,2,0,3178520,504,503,9124693926122167196,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_correlated_seed0.pcf,pac,0,0,3191545,480,479,11786187215707335266,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_correlated_seed0.pcf,pac,1,0,3052291,480,479,11786187215707335266,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
campaign_d_binary,binary_n1000_correlated_seed0.pcf,pac,2,0,3093925,480,479,11786187215707335266,12480,2c83e501f034,2026-08-31T19:17:03Z,1000,999,1,,,,,,,,,,,,,,,,,
